xinxi,leixing
程环路与登州路交口长久以来一直有污水跑冒形成积水的现象…而且有地面下沉井盖损坏等现象…对过路车辆带来很大的安全隐患…特别是冬天…积水结冰…更加危险,0
南开区时代奥城小区一楼普遍性搭乱建现象严重，全运会期间联合执法来拆了几家，没过几天又开始乱搭乱建，侵占公共绿化草坪非常严重。而且都是比着占公共绿化面积，一家比一家圈占的公共绿化面积大。希望领导能治理一下这些违章建筑，还奥城业主一片青青绿地。,0
天津市河北区真理道九十三中学每到上下学的时间，私家车乱停横站马路，造成交通拥堵同时极易发生交通事故，望相关部门予以治理。,0
天津市红桥区刘家房子私自搭建小房子情形严重，同时道路坑洼严重，影响交通和市容，望相关部门予以治理。,0
河东区丹阳道常年有小商小贩占道经营，严重阻碍市民出入不便，车辆出入不便，卖海鲜往主路倒水，夏天臭气熏天，冬天水都结冰，经常有老人摔倒，摆摊的小商小贩早起4点钟就来占摊位，有时候因为占摊位还打架，严重影响居民的生活，这种影响市容市貌的街道早就应该管理，对居民太不方便。,0
河东区懿德园小区，小区的东门（靠近懿德路及河东家乐福）通往缘诚小学，所以前往缘诚小学的车辆（汽车、电动车、行人）都从懿德园小区（1号楼、8号楼）穿过，而且电动车了逆行小区，给住在小区的居民出行及小区安全造成重大安全隐患。多次与物业公司及居委会反映，并没有结果。上下学时间，电动车逆行的情况会出现许多危险。望尽快解决。,0
芳景明居一号楼底商与两年前开业一家火锅饭馆后，居民楼产生异味，当时向河北区环保局反映情况，很快就及时处理了，相关部门令饭馆安装净化装置，居民楼再无异味。两年后的如今，原先的火锅店倒闭，将设备拆除后，现在又开了一家小郡肝串串香，芳景明居一号楼一门内的楼道内整日麻辣味严重，尤其到了晚上下班时回到家里，正是晚饭饭馆客流量大时，味道呛人，附近居民家中老人经长期异味刺激，呼吸道反复生病。,0
 领导好，我要向您反应一个情况，希望得到有效解决。在滨海新区安顺道与崇信路交口处，有2至3个移动商贩长期且固定时间段内（下午4点至7点左右）占据此路口处贩卖商品，致使消费者随意停放机动车和非机动车在其旁边，造成交通堵塞。而且商贩的货物运输车挡住了拐弯视线，形成交通事故隐患。希望领导责成相关部门及时清理掉此路口的非法移动商贩。谢谢。祝您节日快乐。,0
网络及电话的不法信贷越来越多，学生没有分辨及分析能力，容易被误导欺骗，并不知晓严重后果及给家庭带来的灾难。并且高利贷的本身的还款催债方式也是不良手段，影响恶劣。,0
八里台桥下复康路一侧遇上碰瓷的了，逆向走来故意用手撞车筐。请各位注意。 ​​​,0
八里台桥下复康路一侧遇上碰瓷的了，逆向走来故意用手撞车筐。请各位注意。 ​​​,0
共享单车在马路上随意摆放 对道路照成严重影响 望有关部门给予处理,0
共享单车退还押金程序 现在不能退 望有关部门给予处理,0
刘先生骑着共享单车沿复康路由东向西行驶，打算从八里台桥洞处（近复康桥）左转进入复康路由西向东方向车道，正在要拐弯时，一位大爷也正好从桥洞出来了，如果以正常速度的话，他肯定能躲开我的车，因为骑车在拐弯时速度很慢，快要接近他时，他明显迟疑了一下，把头看向另一边，正好他右侧的手极不自然地撞向我的自行车筐，并向我车方向倒，然后他就抓着刘先生的车筐，找他掉在地上的烟。”最后他终于开口说给钱吧，首先开口要300元，刘先生说要报警，他就说给100元也行啊，刘先生还是坚持要报警，他就说没100元给50元也行啊。刘先生因为约了总医院的号，快到时间了着急走，就没纠缠，只好给了他50元。,0
格调春天东门即广开四马路大连银行附近的大门口坡道经常停满车辆，保安多次制止根本不理，不仅阻挡消防通道，还直接影响居民出行，希望政府部门严查严罚这些车辆，我们1700户的大社区，消防安全是第一位的,0
    近日有传销及打着直销名义骗子到宝坻卖松花粉的，治疗仪的各式各样的都来了，也不知道有无销售资质，有无产品销售许可证。在君利菜市场地下室组织活动，一下子就有1000多人的集会，也不知有无集会上报。请就在君利新家园一带，好多网点。这边的老年人被骗了不少。,0
今日有一名为天津磁健科技有限公司的单位，大规模像老年人组织上课，销售活动，一张床垫定价三万元左右，像老年人推销，许多人受骗。,0
天津河东区津滨大道辅路路口，懿德路摊贩占地经营，影响车辆通行和附近行人的出入。,0
天津滨海新区安顺道与崇信路交口处，有移动商贩长期且固定，占据此路口处贩卖商品，致使消费者随意停放机动车和非机动车在其旁边，造成交通堵塞。,0
和平区迎新里，二楼和三楼楼道堆了很多杂物。居民十分担忧这样子如果着了火消防员很难施救，有很大得安全隐患。,0
近日天津市和平区鞍山道太和里胡同内有租户利用胡同和院内空间进行工程垃圾分拣，大量垃圾堆放胡同两侧未见任何消防器材，存在消防隐患，同时影响周围卫生环境及居民正常出行，夜间由于照明不足对过往人群尤其是儿童存在安全隐患。 ​​,0
 静海县城581、582、583、584路公交车的运营，为广大群众出行带来很大便利，但是584路公交车发车间隔大且发车时间不确定，尤其每天下午从范庄子开往韩家口方向公交车，有时等候1小时都不见来车。现在正值寒冬季节，并且584路以老年人乘客居多，民生问题无小事，习总书记在十九大报告中提出中国共产党始终不变的就是为人民谋幸福，清区领导责成有关部门增加584路班次，缩短发车间隔，规范发车时间。,0
 强烈举报，河东区第六大道陆典庭院18号楼西北方向，有一个庞大的违章建筑，逍遥法外，都很多年了，任何部门都毫不作为。强烈抗议打着便民市场的牌子，用于非法经营，获取巨额利益。其后台就是当地居委会和小区物业等等还有很多其他部门，这里就不一一说明了，其利用职务便利，以权谋私，假公济私，明修栈道暗度陈仓，明着委派当地的一个小混混当黑市场老板，背后当幕后大老板敛财，这么大的违建，内部有大大小小商户四五十户， 一年下来，会有小百十万的巨额财富，那么大的肥肉，多年来可富了他们。往东走本来有一座政府公立的慧通综合市场，生意都还不错，各种商品，应有尽有，满足了芳水河畔，临月里和第六大道小区居民的生活消费需求，结果有了黑市场的建立，直接把政府立得市场给顶死了，黑市场东西稀缺，品质差，物价特别高，东西都卖的死贵死贵的，跟河西梅江的物价差不多，河西挑费大能够理解，这边就是非法摆摊的，为啥还卖的那么贵。违章建筑一晃持续至今，17年9月份政府下达了拆迁文件，至现在18年一月中旬，都过去小半年了，下级执法部门也不见执行，据说，黑市场内的摊贩刚刚交完了租金，小百万的巨额资金又到了那些见不得光的人员手里，如果拆了，就会得到各种势力的阻挠，也拆不起，因为摊贩的损失谁来承担，钱到了他们手里再吐出来不可能了，还有有的给予打点关系，放高利贷挥霍光了。为了安抚摊贩，生怕节外生枝，让事情败露，河东区执法部门无视上级下达的命令，不执行，善作主张，给予违章市场延期拆迁处理，一拖再拖，企图逃之升天。居民对于政府的不作为太失望了，下级部门也太胆大包天了，希望有上级部门看到一定要严查严办。    最后在补充一下，违建的地址本来是小区公共绿化，车位，便道,0
天津市南开区格调春天东门即广开四马路大连银行附近的大门口坡道经常停满车辆，不仅阻挡消防通道，还直接影响居民出行。,0
南开区万兴街南丰路兴华公寓7号楼一楼底商彬廊发宫与洋河蓝色经典便民超市之间的防火疏散通道被人私自加设两道铁门，圈占通往小区外面的公用地，堵塞封闭防火疏散通道、安全出口，并堆放不明物品，给小区居民带来极大的防火安全隐患。望领导帮助大家解除安全隐患，并归还大家公用用地。,0
据群众反应，临近地铁一号线鞍山道站C出口，电报大楼的台阶石板有多块缺失、破损，既有碍观瞻，又存在安全隐患，希望相关部门及时维修。,0
据群众反应，桥区光荣道礼貌东里一底商在楼下私自搭建塑料棚屋，堆积杂物，占用公共区域，容易引起火灾，对其他居民造成影响，希望有关部门进行处理。,0
  我们小区在去年年底进行了老旧楼区改造，外贸有一定改观，但是我们的房子在盖时就没有地线，存在很大的安全隐患，之前找房管站也说无法增加。    但是随着各家家用电器的增多，漏电的风险也随之增加，一旦发生严重漏电后果不堪设想，不知道方管部门是不是可以采取一些措施，解决老百姓的安全隐患。    之前我曾用试电笔测量滚筒洗衣机中的湿衣服，发现带电约110v。,0
红桥区彰武路从迎宾放心肉专卖店到世纪福顺超市底商门前违法占道经营问题严重，店家以盈利为目的私自招来卖菜小贩，已经蔓延到道路中央，把本来就不太宽的彰武路变得十分拥挤，此路段是十分重要的消防绿色通道，一旦有特殊情况消防车将很难通过，后果非常严重，此路段并不属于彰武路菜市场管理范围内，他们也从未向国家交一分钱，实属非法占道经营，而且每天一大早吆喝声和大喇叭喊话声太扰民了，希望领导可以尽快解决，还老百姓一个安全的居住环境。,0
南开五马路（南开花园～南开医院）人行道都被商铺占用，白天更严重。 ​​​,0
红桥区河北大街东方之珠后面有工地每天夜间22点到凌晨4点之间施工扰民。,0
河北区铁东路街任贤里小区门口的铁东路路面破损严重，刮风时产生扬尘污染。,0
据群众反应满江东道与祁连路交口往东，市场门口，经常车辆占用第一第二车道，影响道路通行，望有关部门治理,0
据群众反应在屿东城地铁站有一名男子大约四十岁左右 经常在地铁站门口毁坏小黄车车辆 希望有关部门查处,0
天津市河东区津塘路与三中心医院交口处的东南门交通异常拥堵很容易出现危险请有关部门处理,0
天津市河东区六纬路与大直沽四号路交口处没有红绿灯很容易造成交通事故请有关部门处理,0
天津市华北集团站有黑车拉客的现象，对于乘客来说很不安全，而且存在宰客的现象，请有关部门注意治理,0
河北区金沙江路绿宝石公园后面的月牙河处，有共享单车或沉溺水中，有三、四十辆之多，大都沾满泥垢或锈迹斑斑，已不能再使用。希望有关部门进行处理。,0
近来，负责地铁9号线安检工作的恒安卫士保安公司，新招聘40多名学生寒假期间打工。这些人无工牌、无保安证、无外委证、无培训。一些学生表示与公司约定，2月13日离岗回家过年。,0
据群众反应满江东道与祁连路交口往东，市场门口，经常车辆占用第一第二车道，影响道路通行，望有关部门治理,0
据群众反应在屿东城地铁站有一名男子大约四十岁左右 经常在地铁站门口毁坏小黄车车辆 希望有关部门查处,0
天津站地铁站负二层大厅内顶灯一部分不亮，一部分闪烁不停，望及时维修，避免发生意外。,0
天津红桥区桃花园小学门口小摊小贩很多，环境极差，垃圾倾倒，影响学生安全，存在安全隐患，对市容环境不美观，希望有关部门能够治理。,0
天津市河北区天泰路与席厂下坡交口，虽设置了交通信号灯有很长时间了，但并未开启使用，希望有关部门开启交通信号灯投入使用,0
天津市河东区唐口新村6段小区里有大量堆积物 天气干燥容易发生火灾 尤其都是木头 望有关部门给予处理,0
天津市河东区二号桥地毯厂路附近 私搭乱盖房屋洗车废品站 小卖部 下雪后此路段非常难走 晚上没有路灯经常丢失井盖机动车、非机动车、行人造成安全隐患 请有关部门进行处理,0
天津市河东区唐口新村3段老楼小区内堆积物已经占领一半的地方了 门口还乱放乱停车 容易发生火灾 对安全通道照成堵塞 望有关部门给予处理,0
八里台立交桥由西向东方向横梁处的铁管锈蚀，有的已经与桥剥离，存在脱落风险。,0
河东区七经路与九纬路交口上空，线缆与破烂布标缠绕在一起，既有碍观瞻，又存在安全隐患。,0
天津市塘沽区新港六号路与跃进路交口，排着很多大货车，一眼望不到边，正正占据了一个车道，已经两天了，希望有关部门加强疏导,0
东丽区万新街道东城家园小区消防安全隐患无人负责无人监管，多次反映问题至今无任何治理。主要问题如下：  1.楼道内消防栓损坏，常年无人检查，最近一次封条为：天房物业2007年。干粉灭火器数量不足或缺失，消防栓箱体大多破损无人维修，消防用水不知多久没检测无法确定能否使用，消防栓因常年无人管理维护，箱内挤满尘土。  2.楼道内安全通道停满自行车电动车，物业不予管理疏通，存安全隐患。  3.楼宇外消防安全通道全部被私家车占据，物业不予管理疏通，存安全隐患。  关于以上安全问题，东丽区相关部门不治理，不作为，只会电话回访，希望政府履行管理监督职责，执法为民，不要一拖再拖。,0
天津市东丽区海欣路昆俞家园北门，路面施工后没有修复，留下个大坑，已经三个月了，过往机动车来回躲避，存在交通安全隐患，希望有关部门尽快修复,0
 天津市河北区北斗花园，物业摆放隔离墩影响小区内正常通行，下雪天道路积雪严重，存在多种安全隐患，望有关部门责令小区尽快拆除，恢复小区原貌，同时车位不规范，望相关部门予以治理。,0
天津市河东区大王庄七纬路与九经路交口，卓越浅水湾小区底商附近道路沿线电线垂落缠绕，对过往车辆及行人造成安全隐患，希望有关部门予以关注,0
天津市河东区大王庄七纬路与七经路交口周围饭馆堆放垃圾，希望有关部门予以关注,0
河东区天山北路与龙山道交口，有工地施工，每天22点以后仍然持续施工，持续到凌晨时段。挖掘机、渣土车、混凝土罐车运转的噪声在深夜使周边居民夜间都无法安静休息,0
在大沽南路围堤道一角，好多无主的共享单车，就这么长时间散落街头，无法骑行也挪不动地方，不但占据公共资源，还有碍市容，希望有关部门能给解决一下。,0
河东区大直沽中路福泽温泉小区的居民，在鸿起顺饭店和柏林大厦之间通往大直沽中路的小区通道上污水严重外溢多日，并已经结了厚厚的冰，臭味弥漫，来往行人经常被滑倒摔伤，出行带来诸多不便。,0
近日，在河东区瑞金路瑞金里小区8号搂附近堆积大量的生活垃圾，严重影响市容环境卫生，如果遇到未熄灭的烟头，还容易引发火灾，望有关部门及时处理此事,0
河东区真理道与凤溪路交口有露天洗车行  洗车废水流入主干道   使道路结冰 给行人及车辆造成安全隐患 望相关部门治理,0
天津市河北区金钟河大街王串场四号路公交站很多共享单车私摆乱放，作为河北区主干路，影响交通通畅同时影响市容，望相关部门予以处理。,0
天津市东丽区东丽湖周围马路街道没有明显的指示牌，同时有很多道路不平整，路灯损坏，极易发生交通事故，望相关部门予以治理。,0
天津食品街附近的摩拜单车，ofo小黄，犹如垃圾小山一样到处摆放，据说一个是因为没人管理，另外附近商家用来当做障碍物，防止车辆停靠。作为天津的景区，特别影响市容，并且在人流量多的地方。很容易造成安全隐患,0
  天桂里小区前和北营门桥中间的河北大街，是两条机动车道和一条非机动车道，现在不管是白天还是夜里，非机动车道都有机动车在违法停车，导致非机动车只能在机动车道行驶，在高风期这里车流量很大，经常造成交通拥堵，也存在很大的交通事故隐患，希望领导百忙之中关注一下，治理一下这些交通违法行为，为广大交通参与者提供一个良好的交通环境！,0
  怡德路 怡和家园小区 民德安物业，外来车辆随便进出，保安对外来车辆也不登记就让办卡，办卡可以，现在是有卡的也让进，没卡的也让进，那凭什么花50元办卡呢，保安在门口让办卡 你起码拿个本登记下，时间长了，业主长时间看你们做工作也就主动办卡了， 想起来了问一句办卡，想不起来，进屋坐着 请上级部门督促一下,0
河北区义江里小区门口有一口污水井正在向外流淌着散发着臭味的污水。污水沿着小区道路向东流淌到义江里存车处门前。由于气温较低，不少污水已结冰，居民通过时都走得十分小心，稍不留意就会摔上一跤。居民们称，这口污水井跑冒污水已有数日，自从受冻结冰后，至少已有四五位居民在此滑倒，虽然几人并没有出现严重的伤情，但是都粘了一身臭泥水，不得不回家去换衣服。希望有关部门尽快解决此事件。,0
据反映 海河刘庄浮桥附近冰面上时常有人钓鱼 存在很大的安全隐患 望有关部门及时治理 ,0
据群众反映，河北区王串场公园大门外，小商贩长期占道经营，严重影响交通，和附近居民出行。望有关部门治理,0
天津市河东区唐口新村3段 路两旁经常乱搭乱放，还有道路坑洼，中间路段有拆迁堆积的石头没人清理，望有关部门给予处理,0
河西区南京路江浦里底商“天津接头暗号餐饮”的排风系统漏油，油渍从排烟管道流出在小区的地面上，长时间堆积的油渍存在隐火灾患。,0
南开区太谷小区位于南开区汾水道和安全道的中间位置，本来就不宽的马路，由于门口的钢铁占道和私搭乱盖问题，小区的门口越来越窄了，不知道在中国对小区的门口是否也有相关的安全等条理，小区有96户居民，小区的门口只能一辆车拐弯通过，本来还有行人的位置，由于私搭乱盖和门口的钢铁已经将小马路都占领了，加上门口的“顺心饺子”的饭馆的占道，让小区每天的居民出入都非常受到限制，如果出现火灾等问题，,0
天津市津南区开拓道与海尔大道附近有大量工程垃圾被放在路边影响市容环境请有关部门及时处理!,0
天津市河北区康桥里市场附近近期有群众反映，在附近的垃圾桶经常能看到用过的针管，连带着针头，疑似附近有吸毒人员，给该区域住户带来极大安全隐患，望有关执法部门介入调查取证。,0
南开区华苑街华苑新城里面的路灯在去年过年前经过修理全部点亮了，方便了百姓的出行，但是从11月开始路灯又不亮了。尤其冬天天黑得早，老百姓出行很不方便，请相关单位关注。,0
天津市河北区王串场盛宇里附近道路施工，施工人员较早开始施工，扰民问题严重，严重影响居民休息，请有关部门注意,0
天津市河北区天泰路与席厂下坡交口，虽设置了交通信号灯有很长时间了，但并未开启使用，希望有关部门开启交通信号灯投入使用,0
滨海新区用户超市塘沽万达店。在散装干果区记者看到，摊位上陈列着松子、开心果等干果，并且立着一块“文明购物 请勿品尝”的提示牌。然而，有七八位顾客一边挑选，一边将干果剥开塞进自己的嘴里。其中，一位银发大娘站在松子摊位前吃了近二十分钟。一位中年妇女则将花生糖塞进嘴里品尝，还从售卖冰糖的摊位上拣了一大块冰糖塞进嘴里，这才满意地离开。,0
在和平区荣业大街与荣安大街交口处，其中一个方向的红绿灯出现故障，导致不少车辆在此处急刹车，十分危险。一般的红绿灯在绿灯行将结束时会闪烁三秒，随后会有三秒的黄灯，再变为红灯。但这个路口有一个方向的信号灯，绿灯在闪烁三秒后却直接变成了三秒的红灯，三秒红灯读完后，又变成了三秒的黄灯，黄灯过后才是几十秒的红灯。,0
据群众反应满江东道与祁连路交口往东，市场门口，经常车辆占用第一第二车道，影响道路通行，望有关部门治理,0
据群众反应在屿东城地铁站有一名男子大约四十岁左右 经常在地铁站门口毁坏小黄车车辆 希望有关部门查处,0
据群众反映，在天津站前广场附近的鑫龙门便利店，倒票人公然代购成沓火车票，毫不遮掩，而每张火车票需加价100元。鑫龙门便利店工作人员表示，每天经手数百张票。而在便利店柜台上就公然摆着多本用来装火车票的文件夹，天津去往全国各地的票都有。希望有关部门加强管理。,0
据群众反映，在和平区滨江道上发现四名中年妇女，形迹可疑，发现该四人进入多个服装店，有二人望风，二人进入服装店进行盗窃，望有关部门予以治理。,0
西青区江湾路富力津门湖嘉郡花园附近的停车场，存在乱收费现象，而且一样的停车场，收费截然不同，望有关部门抓紧治理，杜绝乱收费现象,0
据群众反应在屿东城地铁站有一名男子大约四十岁左右 经常在地铁站门口毁坏小黄车车辆 希望有关部门查处,0
北辰区果园中路人行道上地砖凸起现象严重，向有关部门反馈后也没有回应，年迈者走在上面容易摔倒，且影响市容。,0
天津南开区石泉里小区私搭乱盖现象非常严重，影响居民出行，对市容有很大程度上的影响，希望有关领导能够关注一下！,0
天津河北区重光东里社区违章建筑，越来越大，从原来的的圈占，变成了现在的“后花园”，希望有关部门能够治理。,0
天津市河东区中山门龙潭路道路两侧乱停车便道上也都是停的私家车行人都没法有请有关部门处理,0
天津市河东区十二经路与津塘路交口干休所大门口对面掉线掉落容易出现事故请有关部门处理,0
河东区文宫里小区公共区域人工破坏，废弃车棚占用公共区域，里面被人塞满垃圾，楼宇前后处处是树叶等可燃物，非常容易酿成火灾。没有消防通道，车辆乱停乱放人员车辆进出困难，一旦发生火灾会造成大量人员伤亡，请有关部门关注。,0
由于新地铁线在建，因此贺兰路改为全天由南向北单向行驶。原本本来就狭窄的道路，改为单向是好事，可是全天单路被违章车辆占道，特别是人行便道和盲道，晚间和周末尤为严重。请相关单位关注。,0
河东区和睦息道中山门北里有一个大众浴池，每天从早晨6点至23:00开始运水，运水车在和睦西道导致车辆拥堵以外，由于天气寒冷，运水车在运输过程中由于漏水导致道路结冰，长期没人管理，给周围居民出行带来很到困扰。且此大众浴池为无照经营，已经多次反映相关部门（工商部、环境管理等部门）均无人管理。,0
天津市津南区双港新盈庄园小区，28号楼1电梯下次年检时间为2017年1月；消防设施玻璃申请半年多至今未装；垃圾许久不清理，物业费与电梯捆绑 ！物业不履行相应的服务和质量，业主选择不缴纳物业费，物业停电梯卡 ，不让上楼，望有关部门加强管理。,0
西康路沙市道公交站前，貌似是哪个单位发年货，都来领，占了两条道，公交进不了站，还有两辆车停在了路口人行道处，对面车道调头也不好调。给过往行人和车辆带来很大得安全隐患。,0
据很多干警同志反应提议，每年民警装备订单中应该增加冬天穿的绒里皮鞋，介于单皮鞋与毛皮鞋之间，比单鞋暖和，比毛皮鞋轻便。实用行更强。,0
我是住在南开区华苑居华里28号楼1门的业主。近日有人员（可能是地下室租住人员）将一楼楼道当成废品仓库，堆积了大量折叠好的纸箱子和大量塑料瓶。请综治等部门予以清理。,0
常州里34-35号楼院内杂物过多无人清理，特别是35号楼一侧本身就道路狭窄，居民堆放废旧家具等物品，极容易引发火灾事故，街道及物业多次张贴清理通知，但是后期却没有清理行动，希望还是要落到实际行动上。,0
在东丽区雪莲南路地道整条路长年路灯不亮，给居住在周围的老年人出行带来诸多安全隐患，反映多次也不能切实想办法解决此问题，推脱多个部门的责任，目前正是严冬这里晚上六点以后就黑了老年人不能出行，这里也是事故高发地带，未能收起相关部门的重视。2，在东丽区嘉春园这个小区周围也有多个成熟社区了，居然没有一个健康运动的公园和场所，在这里住的人们为这里的落后环境深感不满意。3、在嘉春园20号楼西侧有多个储油罐紧临小区，安全隐患极大，一但出问题会人命关天，况且这里放置这么多个储油罐与小区格格不入3,0
路欣圆小区，上下班从小区骑车乘坐轻轨，从小区入口至变电所路与津塘路交口约一公里的一段路，多年以来一直没有路灯。    在秋冬季节晚上下班要完全摸黑骑行，存在特别大的安全隐患：一方面路过司机开车时不一定能看清路以及路上行人，容易引起交通事故；另一方面行人走在路上也容易绊倒，或者骑车看不清地上的坑洼或者障碍物。    附近这块地方比较偏僻，且位于河东区与东丽区交界处，多年来增设路灯求助无门，有关部门不作为。而欣圆小区毕竟也是十几年的小区了，居住人口多，然而配套设施一直不太完善，小区必经之路上最基本的路灯如果都不能安装的话，居民出行十分不便！！目前此段路只有中间的海中鲜批发市场前面（道路东侧）有几个路灯，为何商家门前有路灯？,0
天津武清区福源道与泉汇路交口，经常有闯红灯现象，并且车速较快在明知前方红灯的情况下，依然不减速通过，给行人和机动车带来危险隐患。,0
天津市宁河区龙胤溪园小区，物业不整改，消防通道被私家车占上，一旦着火消防车根本进不来，严重影响小区居民生活安全。,0
天津市河东区真理道家乐福超市旁边，乐爽洗浴中心二楼休息室，有坐台小姐提供卖淫服务,0
天津市河东区华龙道尚客棋牌会馆，里面有数台赌博机，存在大量现金赌博行为,0
天津南开区中医药大学第一附属医院门口鞍山西道与玉皇路交口膜拜和ofo堆积如山，平时根本没有这么大的使用量，占用人行道和盲道已经很久了，极大的阻碍了大家的出行，行人只能从非机动车道通过，非常危险，希望有关部门及时处理。,0
据群众举报王串场一号路红珊瑚海鲜粥城旁边一家夜总会存在卖淫嫖娼，望有关部门治理,0
北辰区多宜兴埠津围线长喜商贸街长喜休闲会馆提供卖淫嫖娼服务，隐藏极为隐蔽，长期有组织的卖淫活动。里面出入的人很多，对当地影响极大。,0
大寺镇梨双路与榆林路交口龙都KTV内存在卖淫等行为，望有关部门关注,0
北辰区姚江东路都市桃源到万达新城路段机动车随意占道停放，本身此路段不宽，容易造成长时间拥堵，给过往车辆及行人造成不便，望有关部门处理,0
 天津河北区凤凰路道路两侧有好几家洗车店经常把水洒到道路上由于天气寒冷导致路面结冰严重影响了行人和车辆的出行安全，望有关部分加强管理,0
大直沽西路往直沽桥方向，行人和非机动车共用一条车道已经挺危险了，个别机动车司机为了自己方便都开到非机动车道上，真的非常危险。 ​​​对过往行人造成了安全隐患,0
红桥区中嘉花园现一楼住户民宅商用，不符合规定不说，且经营餐饮，卫生和消防隐患都存在。现消防安全如此重视，而且起火事件此起彼伏，希望引起重视。,0
南开区凌宾路时代奥城与水滴中间一段因地铁施工后整修，拆除中间栏杆，弄隔离带装饰，希望能设置人行横道设施，过马路时始终心里紧张，跟车抢路，尤其早晚高峰车多人多，很容易出事。,0
中山门南里私搭乱盖火灾已经一个多星期了，火灾遗留物也没有相关部门清理，小区进出口本来就没几个，对居民出行造成不便。,0
中山门南里私搭乱盖火灾已经一个多星期了，火灾遗留物也没有相关部门清理，小区进出口本来就没几个，对居民出行造成不便。,0
铭士堂洗浴位于大寺镇龙泉道16号，一楼二楼三楼均有多名小弟望风相互通告，二楼每晚九点半有演绎， 二楼至三楼楼梯口写有最低消费139元， 实则提供卖淫嫖娼的最低费用， 到三楼可直接看见有粉色灯光的透明玻璃窗内座有二十多位小姐，带客人进入房间后商量价钱，进行卖淫嫖娼的交易 经周围民众反映多次举报无果。,0
据群众反映位于天津市河西区宾水桥宾水南里17号楼49门附近，废品垃圾严重占用消防通道，红色屋顶和对面的小屋属于私搭乱盖，希望有关部门治理一下。 ​​​,0
据群众反映天津市西青区津静公路22号天津农学院东校区校门口便道小树林里近期有一名五六十岁男子无论白天黑夜专门跟踪过往单身女学生显露生殖器并且用下流言语进行骚扰，希望有关部门予以治理,0
东马路新安花园小区一侧的便道和盲道被收费停车场占据了很长时间了，行人无法行走，只能到机动车道上行走，带来很大的危险，此停车场非法占道且并非公众停车人员。,0
南开区华苑居华里28号楼1门近日有人员（可能是地下室租住人员）将一楼楼道当成废品仓库，堆积了大量折叠好的纸箱子和大量塑料瓶。  请综治等部门予以清理，消除隐患，还居民整洁环境，十分感谢。,0
据群众反映，趟口如意园旁十一经路立交桥下，一个井盖已经开裂，已经经不起过路车辆碾压，旁无明显标示，有严重的安全隐患，望有关部门关注,0
据群众反映，东丽区津滨大道雪莲桥附近，有不法分子贩卖假的玻璃水，给私家车 摩托车售卖私油等情况出现，行为极其恶略 望有关部门关注,0
西青区保山西道部分路段，存在道路坑洼的问题，还有部分井盖凸起，给过往的车辆带来不便，存在一定的安全隐患，望有关部门抓紧治理，杜绝交通隐患,0
河东区万东路阳明理小区环境脏乱差 ，小区目前没有物业，所以管理很乱，居民私自搭建，占用小区公共绿地，作为自家菜地，小区还堆放了好多装修垃圾，无人清理，楼道的灯也不亮，这个小区住的大部分都是老人，出行特别不方便，还有小区门口的好多底商都是卖出租车的，他们每天把出租车停在便道上，严重影响了居民的出行，有的甚至把盲道都占用了，安全隐患很大。,0
河东区和睦息道中山门北里有一个大众浴池，每天从早晨6点至23:00开始运水，运水车在和睦西道导致车辆拥堵以外，由于天气寒冷，运水车在运输过程中由于漏水导致道路结冰，长期没人管理，给周围居民出行带来很到困扰。,0
天津市河北区王串场盛宇里3号楼附近，卖早点的商贩向马路上排放污水，至使道路结冰，不少行人滑倒，请有关部门注意治理。,0
天津市河北区，华昌道附近。交通信号灯时长太短，至使，道路拥堵，追尾事故频发，有的司机为了夹道而发生追尾事故，请有关交管部门注意治理,0
天津越秀路路边一辆车占了整个人行横道，连盲道都堵上了。外面还有一排车停在非机动车道上，行人都要从机动车道上走，绕过去。明明不远处就有停车位置，为了自己进出小区方便就堵在人行横道，希望有关部门及时处理。,0
据群众反应，近期月牙河道看到，十多名儿童正在月牙河冰面上嬉戏。一名中年男子在教孩子们滑冰，十几名带着头盔和护膝的儿童正在冰面上练习。距他们不远处，一名男子凿开冰面垂钓。河面上还有几位穿着校服的学生在冰面上溜冰，他们还不时用手中的木棒击打冰层，试图在冰面上砸出冰窟。桥下方的冰面并没有冻实，依旧可以看到水。行为非常危险，希望有关部门进行处理。,0
据群众反应，南程林与北程林交界处，一处废品收购站起火。那是一片数百家废品收购点和各类食品加工小作坊集聚区，火势一旦蔓延，后果难料。希望有关部门进行处理。,0
据群众反映，地铁九号线十一经路站附近华润万家购物中心门口共享单车和私人自行车、电动车乱停乱放影响过往车辆通行，希望有关部门予以治理。,0
天津南开区荣迁东里每天早晨都有摊贩占道经营，上班时间车子开不出去，幼儿园送孩子困难，同时存在严重安全隐患，希望能想办法解决,0
天津市津南区开拓道与海尔大道附近有大量工程垃圾被放在路边影响市容环境请有关部门及时处理!,0
天津市河北区康桥里市场附近近期有群众反映，在附近的垃圾桶经常能看到用过的针管，连带着针头，疑似附近有吸毒人员，给该区域住户带来极大安全隐患，望有关执法部门介入调查取证。,0
天津南开区彩霞里，小区存在私搭乱建，不仅圈占公共地方占为己有，居民很是反感，更是影响市容，希望有关部门能够治理,0
天津北辰区旷世新城南侧和东侧 ， 新铺的水泥路面平整度极差 坑洼不平，而且没有路灯且电线杆立在马路中间，严重影响附近居民的出行极易出现事故。,0
